slope_angle,rainfall,rock_density,crack_length,groundwater_level,blasting_intensity,seismic_activity,bench_height,excavation_depth,temperature_variation,risk_level
40.59970653660494,74.7281636933397,2675.9979731879644,31.907228418608696,0,3.696900392023419,3.3460858081457023,22.151420763171153,45.37954306603757,17.476072250609658,0
72.28928685254539,66.58241924628065,2021.4143947184539,22.964622676709656,0,6.5353129792179985,3.6826336866122555,29.905688582943768,234.7022612439414,2.9305796936301265,0
60.25966679962728,35.23078250057201,2215.9676332438635,48.22492624319704,2,3.360221954990654,4.187589537006945,15.679652860178892,21.73134891895949,12.563768740257528,2
52.92621663083701,121.45333402029759,2595.936764229382,10.94892254921191,0,5.3196709350129625,2.409781974099645,15.004526298494437,287.31182056764084,4.543782912736671,2
28.581025224334006,95.32483210172578,2378.507213429376,29.392820799947035,2,1.22192653205857,1.95305928741011,7.11219810776502,269.2820869194759,12.435597191362703,2
28.579698618491143,173.14019846480073,2686.285246361873,35.01050074951113,1,8.670477875425227,3.420608931387976,7.461312118499379,115.088733218511,3.4261577770853657,2
23.194598669250972,6.421916096411651,2953.4494814674317,41.278224467269084,2,1.4351394836096194,0.06682376335745976,17.79497651329119,100.01132060473286,16.15931057998131,0
67.63968801762144,128.77358551102526,1939.856025258237,20.348551521400353,1,3.019244498545886,3.1676329319664553,9.279548985942665,187.75021815935767,13.21867165995026,1
53.06132564587649,152.58977570231224,2651.4812596776733,34.346095382874076,1,4.001606910629294,2.0284096205779223,6.82327080642394,187.41986037580136,17.319917278547404,2
58.943991778782504,151.89731383766141,2076.4129867585375,15.160073569214138,1,6.626450050904634,2.2643764316861636,29.122325125880916,35.81962605794352,18.888757007669447,2
21.132147186269133,177.21479341910504,2297.372072889083,21.773804618091013,0,7.480301190175501,1.4813476670817023,28.785434947707994,72.46184695880861,18.678545644983593,1
73.34504186890969,145.8067485658988,1839.435270954168,44.78135656016996,0,1.7240593805689897,0.6363775879305156,13.131919208724831,194.57530990204984,2.903268932636125,2
65.7843452440232,185.56201232953927,1963.0888587512386,47.495380466547715,2,1.3911893729631135,2.007123320871042,24.74673517333261,242.22344807800488,7.536405111479123,2
31.67865108730519,66.5313199641783,2183.7327468586795,35.940867346363234,1,8.190908979664139,1.5410116507949927,26.813726340479267,65.6807240208567,9.661904902441734,0
30.000373196390534,100.64188335030862,2210.3829663455817,18.71759453880925,2,7.409498805137137,4.800591864432455,16.618676694599763,213.56034222629128,15.778970985631862,1
30.08724804193886,2.815932656578135,2879.502259754515,41.002889498733204,1,8.48395318829191,4.717697158680132,10.59242764400913,262.43782353625954,0.2962914668200245,1
36.73332336277457,1.3915174606582426,2690.175491119818,1.2933540862710091,1,7.0888443866516475,3.2195863253960906,8.245120682769738,44.16349143419588,18.508910523703396,0
48.86160373977308,48.025324090303975,2966.619561824449,5.137295526971053,2,7.759110433209875,4.518506551990762,8.52055928562759,137.33998476226407,8.144614368005618,0
43.75697602531636,20.16143942781705,2518.8858124022886,33.06868681876806,2,4.411345447424303,3.756373888837464,24.923328868425166,256.6611012902572,12.62212469276059,1
36.017602710892305,52.042273587150724,2090.0564785095817,14.562428763502872,2,6.3116588835547285,1.7294574456338792,14.61039537565657,117.48180015390007,19.61227852327314,1
53.651909209730874,35.40865890567948,2193.1860359059715,47.56931092002389,2,8.248531085831283,3.019503336371524,22.337691261263714,88.14262472533431,17.653152408519453,1
27.6721623358623,5.704004967729648,2183.8031079503608,21.803030604615238,0,2.5490578096586543,1.1016178679974304,18.467335859633543,226.2282782563566,7.243612594858302,0
36.067955669437,181.86082928120987,2191.793193195902,21.46824101945885,1,4.805406647435724,3.4360412547190795,14.866709510586382,126.22559621524502,9.6902343542195,2
40.14990138115304,1.644626277778305,2607.557007734179,33.90397550954656,1,7.664407916318751,0.22403785950411315,8.095393479606512,214.8304052162314,15.39888482311192,0
45.08384913193697,147.21642886741708,2436.9695137084996,38.37842811530948,0,5.793729145886669,4.156708743495249,13.336224690723451,46.653449264534665,14.871115092129246,1
63.18467787661575,30.429577383903307,2262.5090137039733,23.777936906256826,1,7.134917076335544,2.916149121544808,26.00434802134518,170.5181614866412,14.095996808918931,0
30.982058018709786,182.44592439992,1978.90772247446,10.700045085586208,0,3.6358227628823254,0.2921917336135943,25.284948423963794,120.04364424868787,0.21385442280416278,1
48.282894112748636,178.55918791797717,1826.566995530575,38.66543213628108,1,1.2910820618591619,4.3588058266373455,5.709214799142099,299.21846817157416,3.980323177749201,2
52.58280128741234,130.78022927385146,2062.601613105231,16.01756374368138,0,1.2623120177893854,4.38850705452533,8.506913959378199,181.50351168505503,4.433559035924404,1
22.554772699599873,134.44682996012102,1928.9656847624176,8.75553846469288,0,9.485030588773128,4.264079189891588,23.89753041833124,207.8279416908236,5.0123215295789585,1
53.41496685457911,1.0678283939377087,2742.5340370226872,31.582009496250663,1,9.500860395955373,3.8715098840936153,13.393322409159381,48.000183885687335,1.9237015834001192,0
29.378826802801036,196.9743132227204,1934.9975493766624,4.52268334951752,1,2.9015410595915747,3.389627076317982,21.08977667396344,297.6710731498541,16.132107725590252,1
23.577837614190372,175.56652071516288,2669.0738847682032,48.56763375430275,1,2.327190921738496,1.9845456093929155,19.06689347485125,24.907295185373528,6.825932002078865,1
72.18870454893333,179.0212451460184,2262.790427731299,31.61986322060685,2,1.163258505037188,0.6816958364322773,21.301682884872136,30.542634590976974,15.511759029362793,2
73.10976181910077,131.84890741017438,1888.0540676925311,49.29477604608779,1,3.0813117068373264,1.44387637516611,6.3424137731071815,31.96322953777933,18.630492188493164,2
64.46185414640536,68.9573857309073,2775.2760593179028,16.944671173931802,1,4.009162970391163,1.7353856917571715,28.277980138255668,262.4741870153031,6.260484460781428,1
36.753757304535384,178.72972981809616,2495.556684283936,48.560258059519896,1,3.17118370274093,1.7903823368239573,5.524238743882882,221.29089953658584,9.075434342902934,2
25.371966270351113,58.303385630238466,2082.9138154362877,7.278112386431179,2,8.176457262755811,2.8274480756366094,5.200812399618632,292.1853557560652,1.7502517233013548,0
57.63281645816863,112.54230866844057,2873.6174091992016,2.0347386173514224,1,7.744874493478918,1.0419140407288614,10.653825059722433,29.302496586700524,5.896816530442526,0
44.20838715567807,19.94619446877648,1854.3099766446617,1.649203022730128,0,1.729127302172866,0.9483056453437505,29.837397985768327,210.58593664167742,10.924851952598715,0
26.712102916462836,184.39112602655004,2042.1835298373155,23.243518529961353,0,7.275894472918834,3.5848135096737046,6.813310865009335,164.64809237006648,3.6037614010825325,2
47.23473005611986,28.154091554242665,2702.456313367033,4.150209873929739,2,5.6852660789912495,0.03750275215258114,26.862504350267855,195.34949484216082,10.74005143673796,0
21.89136866133701,44.97936114608145,2651.253516371867,25.608394208380087,2,2.1894949573737374,0.7475971770651368,8.977226761082647,158.74574831395046,6.257625639121633,1
70.01262211433301,111.62683162564299,2147.1260324693735,16.375025175445025,2,7.655818874436842,2.174790411289857,7.727582329754771,205.85061703163217,19.80096221031574,1
34.232898988000926,152.8186000425963,1874.4298504233398,16.78144962370578,2,1.7744100865678232,0.7454158305994735,24.474259940477356,273.0471372589167,7.514242424009869,2
56.438725639469006,123.87026118725979,2829.6936866699325,31.78044982725849,2,2.5943559922123307,4.799062756594713,26.166967863841716,180.36742404551072,0.7811245430460589,2
37.1441091849176,46.426782560031235,2176.437165683883,8.15490030758101,1,2.343038333978468,3.350519757341714,24.804572211480284,269.960603997526,9.459087358718008,0
48.60374116477959,0.18860850549806685,2034.8560979139183,38.32766851698655,0,9.451300637498356,2.1638475577226335,11.02572197969373,236.82707155820512,6.680441009506113,0
50.069065363880384,151.43011606148784,2419.2741868331723,29.101545988931736,0,7.283404028841839,0.5612767393339801,26.996068151691276,260.8279698775277,7.400569515457958,1
30.16699505390399,197.04146518221876,2892.272639138937,45.74723144237554,1,4.70157336248284,1.92593145077314,6.797135804753458,201.18275151598695,7.410671517581708,2
73.32715452705072,161.98262406121808,1852.2558934120505,18.24203268837617,2,8.399837357639218,3.2530083433898027,13.549436580976488,160.39567510558484,17.62340296035887,2
62.6323052848613,92.04132363132307,2718.9649056370654,49.135749603356274,1,2.943634685700379,4.844071016790336,16.57957814319449,30.170768462519206,9.965291368060177,2
71.6724417860304,180.75345227982132,2486.9678735264506,28.79138233570116,2,9.379839511405889,2.363436818204004,6.693381790175569,252.12171445794343,5.056820334058871,2
69.21550427352068,81.96953462367,2310.53893986218,48.67009780937669,0,7.272975887911922,3.4620612304620293,19.496081963715405,80.18311458827843,15.850071272135061,1
52.88449883460968,104.98681684869351,2692.896532926072,1.3530327023557664,0,6.03622576907319,0.9767949866336156,18.984575426639758,20.631688028305526,8.868929412053747,0
70.70308292627143,95.42595347913665,2958.989309329959,36.3988161206194,2,8.151836038329954,3.1181668536783165,29.80456437270459,160.53064218145354,2.9071110654989796,2
24.86708761285557,89.52477453310499,2075.0474533952292,40.831076214636816,1,6.803028832826426,1.195274499535085,20.541600069698877,193.42953458600385,19.969966431359925,1
30.779057433052984,155.03815385878116,1972.3768380865436,2.6586643338243787,2,8.983983475094341,0.9906702605787282,14.938641920474902,201.93110640665068,0.547155932074852,2
22.487500890079595,105.35378145389839,2895.4580942672364,28.948483200812287,2,8.4623739406698,2.5461028083503336,24.754621188365697,204.2175789652262,14.18467776528656,1
37.89316819197954,63.343424405043216,2602.7436929487644,40.09711467947242,0,2.780474545367009,1.0583214871679996,13.374175104339932,199.5794941220389,16.951129663181753,0
41.37725093292151,51.63163353169566,2325.5832258743594,28.05193626115364,2,3.1569742048993157,3.60663763612114,18.32171635931342,244.3757211976645,7.076266189063148,1
34.924196747564274,7.549463393486677,2487.9114843171396,3.190679520273332,1,1.5858767239807914,4.6866829548316895,6.386740169830519,233.114866595182,3.1468678038697173,0
